"billid","billname","committeename"
550,"BILLS-115hr253ih","Committee on Transportation and Infrastructure"
551,"BILLS-115hr59ih","Committee on Ways and Means"
552,"BILLS-115s2680is","Committee on Homeland Security"
552,"BILLS-115s2680is","Energy and Commerce"
553,"BILLS-115hr302enr","Committee on Health, Education, Labor, and Pensions"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security and Governmental Affairs of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation"
554,"BILLS-115hr302eah","Committee on Homeland Security and Governmental Affairs of the Senate"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation"
554,"BILLS-115hr302eah","Committee on Homeland Security and Governmental Affairs of the Senate"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation"
554,"BILLS-115hr302eah","Committee on Homeland Security and Governmental Affairs of the Senate"
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security and Governmental Affairs of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives."
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation"
554,"BILLS-115hr302eah","Committee on Homeland Security and Governmental Affairs of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation"
554,"BILLS-115hr302eah","Committee on Foreign Relations of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security "
554,"BILLS-115hr302eah","Committee on Foreign Affairs of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation"
554,"BILLS-115hr302eah","Committee on Foreign Relations of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security"
554,"BILLS-115hr302eah","Committee on Foreign Affairs of the House of Representatives"
554,"BILLS-115hr302eah","Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security of the House of Representatives"
554,"BILLS-115hr302eah"," Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security "
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure of the House of Representatives"
554,"BILLS-115hr302eah"," Committee on Commerce, Science, and Transportation of the Senate"
554,"BILLS-115hr302eah","Committee on Homeland Security "
554,"BILLS-115hr302eah","Committee on Transportation and Infrastructure of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security and Governmental Affairs of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation"
555,"BILLS-115hres1082eh","Committee on Homeland Security and Governmental Affairs of the Senate"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation"
555,"BILLS-115hres1082eh","Committee on Homeland Security and Governmental Affairs of the Senate"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation"
555,"BILLS-115hres1082eh","Committee on Homeland Security and Governmental Affairs of the Senate"
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security and Governmental Affairs of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives."
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation"
555,"BILLS-115hres1082eh","Committee on Homeland Security and Governmental Affairs of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation"
555,"BILLS-115hres1082eh","Committee on Foreign Relations of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security "
555,"BILLS-115hres1082eh","Committee on Foreign Affairs of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation"
555,"BILLS-115hres1082eh","Committee on Foreign Relations of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security"
555,"BILLS-115hres1082eh","Committee on Foreign Affairs of the House of Representatives"
555,"BILLS-115hres1082eh","Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security of the House of Representatives"
555,"BILLS-115hres1082eh"," Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security "
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure of the House of Representatives"
555,"BILLS-115hres1082eh"," Committee on Commerce, Science, and Transportation of the Senate"
555,"BILLS-115hres1082eh","Committee on Homeland Security "
555,"BILLS-115hres1082eh","Committee on Transportation and Infrastructure of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security and Governmental Affairs of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation"
556,"BILLS-115hr2997rh","Committee on Homeland Security and Governmental Affairs of the Senate"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation"
556,"BILLS-115hr2997rh","Committee on Homeland Security and Governmental Affairs of the Senate"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation"
556,"BILLS-115hr2997rh","Committee on Homeland Security and Governmental Affairs of the Senate"
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security and Governmental Affairs of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives."
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation"
556,"BILLS-115hr2997rh","Committee on Homeland Security and Governmental Affairs of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation"
556,"BILLS-115hr2997rh","Committee on Foreign Relations of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security "
556,"BILLS-115hr2997rh","Committee on Foreign Affairs of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation"
556,"BILLS-115hr2997rh","Committee on Foreign Relations of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security"
556,"BILLS-115hr2997rh","Committee on Foreign Affairs of the House of Representatives"
556,"BILLS-115hr2997rh","Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security of the House of Representatives"
556,"BILLS-115hr2997rh"," Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security "
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure of the House of Representatives"
556,"BILLS-115hr2997rh"," Committee on Commerce, Science, and Transportation of the Senate"
556,"BILLS-115hr2997rh","Committee on Homeland Security "
556,"BILLS-115hr2997rh","Committee on Transportation and Infrastructure of the House of Representatives"
557,"BILLS-115hr4eh","Committee on Transportation and Infrastructure"
558,"BILLS-115s2680rs","nan"
559,"BILLS-115hr4pcs","Committee on Health, Education, Labor, and Pensions"
560,"BILLS-115s3158pcs","nan"
561,"BILLS-115hr7140ih","Committee on Appropriations"
562,"BILLS-115hr6470rh","Committee on the Judiciary"
562,"BILLS-115hr6470rh","Oversight and Government Reform"
562,"BILLS-115hr6470rh","House Administration"
562,"BILLS-115hr6470rh","Ways and Means"
562,"BILLS-115hr6470rh","Financial Services"
562,"BILLS-115hr6470rh","Intelligence (Permanent Select)"
562,"BILLS-115hr6470rh","Rules"
562,"BILLS-115hr6470rh","Foreign Affairs"
562,"BILLS-115hr6470rh","Armed Services"
562,"BILLS-115hr6470rh","the Budget"
563,"BILLS-115hr4508rh","Committee on Appropriations"
564,"BILLS-115hr6enr","Committee on Education and the Workforce"
565,"BILLS-115hres1099eh","Committee on Commerce, Science, and Transportation of the Senate"
565,"BILLS-115hres1099eh","Committee on Transportation and Infrastructure of the House of Representatives"
565,"BILLS-115hres1099eh","Committee on Commerce, Science, and Transportation of the Senate"
565,"BILLS-115hres1099eh","Committee on Transportation and Infrastructure of the House of Representatives"
565,"BILLS-115hres1099eh","Committee on Commerce, Science, and Transportation of the Senate"
565,"BILLS-115hres1099eh","Committee on Transportation and Infrastructure of the House of Representatives"
565,"BILLS-115hres1099eh","Committee on Commerce, Science, and Transportation of the Senate"
565,"BILLS-115hres1099eh","Committee on Transportation and Infrastructure of the House of Representatives"
565,"BILLS-115hres1099eh","Committee on Commerce, Science, and Transportation of the Senate"
565,"BILLS-115hres1099eh","Committee on Transportation and Infrastructure of the House of Representatives"
566,"BILLS-115s3357is","Committee on Commerce, Science, and Transportation of the Senate"
566,"BILLS-115s3357is","Committee on Transportation and Infrastructure of the House of Representatives"
566,"BILLS-115s3357is","Committee on Commerce, Science, and Transportation of the Senate"
566,"BILLS-115s3357is","Committee on Transportation and Infrastructure of the House of Representatives"
566,"BILLS-115s3357is","Committee on Commerce, Science, and Transportation of the Senate"
566,"BILLS-115s3357is","Committee on Transportation and Infrastructure of the House of Representatives"
566,"BILLS-115s3357is","Committee on Commerce, Science, and Transportation of the Senate"
566,"BILLS-115s3357is","Committee on Transportation and Infrastructure of the House of Representatives"
566,"BILLS-115s3357is","Committee on Commerce, Science, and Transportation of the Senate"
566,"BILLS-115s3357is","Committee on Transportation and Infrastructure of the House of Representatives"
567,"BILLS-115hr6eah","Committee on Finance"
568,"BILLS-115hr4782ih","Committee on Commerce, Science, and Transportation of the Senate"
568,"BILLS-115hr4782ih","Committee on Transportation and Infrastructure of the House of Representatives"
568,"BILLS-115hr4782ih","Committee on Commerce, Science, and Transportation of the Senate"
568,"BILLS-115hr4782ih","Committee on Transportation and Infrastructure of the House of Representatives"
568,"BILLS-115hr4782ih","Committee on Commerce, Science, and Transportation of the Senate"
568,"BILLS-115hr4782ih","Committee on Transportation and Infrastructure of the House of Representatives"
568,"BILLS-115hr4782ih","Committee on Commerce, Science, and Transportation of the Senate"
568,"BILLS-115hr4782ih","Committee on Transportation and Infrastructure of the House of Representatives"
568,"BILLS-115hr4782ih","Committee on Commerce, Science, and Transportation of the Senate"
568,"BILLS-115hr4782ih","Committee on Transportation and Infrastructure of the House of Representatives"
569,"BILLS-115hr6eas","Committee on Transportation and Infrastructure"
569,"BILLS-115hr6eas","Energy and Commerce"
569,"BILLS-115hr6eas","Financial Services"
569,"BILLS-115hr6eas","Agriculture"
569,"BILLS-115hr6eas","Ways and Means"
569,"BILLS-115hr6eas","Natural Resources"
569,"BILLS-115hr6eas","Education and the Workforce"
569,"BILLS-115hr6eas","the Budget"
569,"BILLS-115hr6eas","Science, Space, and Technology"
570,"BILLS-115s1771pcs","Committee on Commerce, Science, and Transportation of the Senate"
570,"BILLS-115s1771pcs","Committee on Transportation and Infrastructure of the House of Representatives"
570,"BILLS-115s1771pcs","Committee on Commerce, Science, and Transportation of the Senate"
570,"BILLS-115s1771pcs","Committee on Transportation and Infrastructure of the House of Representatives"
570,"BILLS-115s1771pcs","Committee on Commerce, Science, and Transportation of the Senate"
570,"BILLS-115s1771pcs","Committee on Transportation and Infrastructure of the House of Representatives"
570,"BILLS-115s1771pcs","Committee on Commerce, Science, and Transportation of the Senate"
570,"BILLS-115s1771pcs","Committee on Transportation and Infrastructure of the House of Representatives"
570,"BILLS-115s1771pcs","Committee on Commerce, Science, and Transportation of the Senate"
570,"BILLS-115s1771pcs","Committee on Transportation and Infrastructure of the House of Representatives"
571,"BILLS-115hr3358rh","Committee on Appropriations"
572,"BILLS-115hr6157enr","Committee on Appropriations"
573,"BILLS-115hr6157eas","nan"
574,"BILLS-115hr4508ih","nan"
575,"BILLS-115s1405rs","Committee on Education and the Workforce"
576,"BILLS-115hr6eh","Committee on Commerce, Science, and Transportation"
576,"BILLS-115hr6eh","Committee on Commerce, Science, and Transportation of the Senate"
576,"BILLS-115hr6eh","Committee on Transportation and Infrastructure of the House of Representatives"
576,"BILLS-115hr6eh","Committee on Commerce, Science, and Transportation of the Senate"
576,"BILLS-115hr6eh","Committee on Transportation and Infrastructure of the House of Representatives"
576,"BILLS-115hr6eh","Committee on Commerce, Science, and Transportation of the Senate"
576,"BILLS-115hr6eh","Committee on Transportation and Infrastructure of the House of Representatives"
576,"BILLS-115hr6eh","Committee on Commerce, Science, and Transportation of the Senate"
576,"BILLS-115hr6eh","Committee on Transportation and Infrastructure of the House of Representatives"
576,"BILLS-115hr6eh","Committee on Commerce, Science, and Transportation of the Senate"
576,"BILLS-115hr6eh","Committee on Transportation and Infrastructure of the House of Representatives"
577,"BILLS-115hr6pcs","nan"
578,"BILLS-115hr3537ih","nan"
579,"BILLS-115hr3314ih","Committee on House Administration"
579,"BILLS-115hr3314ih","the Judiciary"
579,"BILLS-115hr3314ih","Oversight and Government Reform"
579,"BILLS-115hr3314ih","Financial Services"
579,"BILLS-115hr3314ih","Ways and Means"
580,"BILLS-115hr5515enr","Committee on Energy and Commerce"
580,"BILLS-115hr5515enr","Ways and Means"
580,"BILLS-115hr5515enr","Transportation and Infrastructure"
580,"BILLS-115hr5515enr","Education and the Workforce"
580,"BILLS-115hr5515enr","Financial Services"
580,"BILLS-115hr5515enr","Natural Resources"
580,"BILLS-115hr5515enr","Appropriations"
580,"BILLS-115hr5515enr","Agriculture"
580,"BILLS-115hr5515enr","Small Business"
580,"BILLS-115hr5515enr","Science, Space, and Technology"
581,"BILLS-115hr3848ih","Committee on Foreign Affairs"
581,"BILLS-115hr3848ih","Committee on Foreign Relations"
581,"BILLS-115hr3848ih","Committee on Armed Services of the Senate"
581,"BILLS-115hr3848ih","Committee on Armed Services of the Senate"
581,"BILLS-115hr3848ih","Committee on Armed Services of the House of Representatives"
581,"BILLS-115hr3848ih","Committee on Armed Services of the House of Representatives"
582,"BILLS-115s987is","Committee on House Administration"
582,"BILLS-115s987is","the Judiciary"
582,"BILLS-115s987is","Ways and Means"
582,"BILLS-115s987is","Financial Services"
582,"BILLS-115s987is","Oversight and Government Reform"
582,"BILLS-115s987is","Science, Space, and Technology"
583,"BILLS-115s1405is","Committee on Finance"
584,"BILLS-115s1880is","Committee on Commerce, Science, and Transportation"
584,"BILLS-115s1880is","Committee on Commerce, Science, and Transportation of the Senate"
584,"BILLS-115s1880is","Committee on Transportation and Infrastructure of the House of Representatives"
584,"BILLS-115s1880is","Committee on Commerce, Science, and Transportation of the Senate"
584,"BILLS-115s1880is","Committee on Transportation and Infrastructure of the House of Representatives"
585,"BILLS-115hr1892eah","Committee on Finance"
586,"BILLS-115s1780pcs","nan"
587,"BILLS-115hr2810rh","Committee on Appropriations"
588,"BILLS-115hr5515pcs","Committee on Armed Services"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
589,"BILLS-115hr2825rs","Committee on Commerce, Science, and Transportation of the Senate"
589,"BILLS-115hr2825rs","Committee on Transportation and Infrastructure of the House of Representatives"
590,"BILLS-115hr5515eh","Committee on Homeland Security and Governmental Affairs"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
591,"BILLS-115hr2825rh","Committee on Commerce, Science, and Transportation of the Senate"
591,"BILLS-115hr2825rh","Committee on Transportation and Infrastructure of the House of Representatives"
592,"BILLS-115hr2810enr","Committee on Homeland Security"
593,"BILLS-115hr2810pcs","nan"
594,"BILLS-115hr2810eh","nan"
595,"BILLS-115hr2825rfs","nan"
596,"BILLS-115hr2825eh","Committee on Homeland Security and Governmental Affairs"
